N,P,K,temperature,humidity,ph,rainfall,label
34.2,77.9,18.3,28.72,71.4,6.51,88.56,blackgram
15.6,120.7,201.1,21.27,92.96,6.06,113.59,apple
27.0,15.7,39.9,28.3,52.96,6.09,79.69,mango
96.6,81.1,51.2,29.62,76.04,6.75,143.41,banana
19.7,137.5,202.4,22.93,94.89,5.85,126.25,apple
107.2,49.3,24.8,24.33,81.92,6.24,61.59,cotton
85.8,35.3,48.8,26.68,88.72,6.06,151.55,rice
44.4,79.6,17.4,31.81,70.74,6.91,62.66,blackgram
99.8,23.9,50.2,28.41,90.78,6.69,26.6,muskmelon
92.8,21.2,49.7,30.26,66.19,6.6,53.73,watermelon
94.9,15.6,33.4,23.45,54.1,6.7,187.06,coffee
96.9,15.2,49.7,26.67,56.61,6.15,40.67,watermelon
94.4,54.4,37.5,26.84,70.25,6.22,153.26,jute
32.2,70.2,90.3,18.4,19.53,6.8,65.85,chickpea
61.6,48.7,35.9,27.98,87.95,6.02,192.93,jute
27.7,39.9,16.3,31.74,76.62,6.72,54.64,mungbean
18.1,128.4,197.0,18.31,83.77,6.33,62.76,grapes
96.6,59.3,37.6,24.06,71.61,6.56,150.68,jute
28.4,49.9,23.1,28.01,86.25,7.37,54.3,mungbean
29.5,131.9,200.9,21.48,86.84,6.08,104.97,apple
20.3,142.9,192.0,21.72,80.02,6.92,62.25,grapes
15.0,14.9,28.3,31.8,92.27,6.02,139.28,coconut
19.6,48.7,19.2,25.6,44.27,5.34,58.93,mothbeans
68.8,64.3,18.4,19.64,70.79,6.72,84.91,maize
26.5,24.9,30.2,27.88,86.66,5.81,199.34,coconut
22.2,13.0,33.2,22.73,89.05,6.9,41.68,pomegranate
66.1,38.5,36.3,23.57,74.81,6.31,198.08,jute
90.3,74.2,50.8,29.29,84.17,6.42,130.31,banana
35.1,74.3,20.5,18.93,56.83,6.38,178.2,pigeonpeas
44.9,71.6,19.2,32.01,66.16,6.76,60.22,blackgram
80.1,31.5,35.6,26.36,78.59,5.72,198.95,rice
32.3,60.7,16.2,20.31,30.07,6.58,173.24,pigeonpeas
16.1,22.7,39.5,33.93,45.71,5.78,90.85,mango
10.2,15.6,35.3,21.8,85.73,6.69,51.33,pomegranate
26.0,120.0,198.9,24.16,81.44,6.19,73.03,grapes
18.1,136.2,203.1,22.99,93.69,6.2,122.56,apple
30.2,71.2,20.1,29.46,74.5,6.86,85.9,blackgram
23.1,13.4,17.2,23.33,88.95,6.27,110.91,orange
83.6,43.0,21.2,21.68,66.04,6.41,74.72,maize
119.9,15.7,31.6,22.52,56.01,6.57,157.5,coffee
110.0,17.4,46.8,28.59,93.14,6.78,36.83,muskmelon
22.6,76.9,19.9,19.92,24.95,5.63,73.74,kidneybeans
25.6,124.4,193.8,23.11,84.74,6.14,69.95,grapes
25.5,55.5,22.9,18.97,46.6,6.34,162.84,pigeonpeas
105.4,15.2,35.1,22.24,60.22,6.21,177.59,coffee
12.0,20.3,13.2,30.58,85.59,6.32,129.96,orange
98.3,86.1,51.9,30.23,78.42,6.5,123.68,banana
28.2,21.2,33.1,27.49,45.02,5.87,87.22,mango
18.3,125.0,203.8,23.53,83.87,6.39,70.09,grapes
21.3,76.3,23.6,18.89,61.36,5.89,66.24,lentil
